term-or-expression,explicit-or-implicit,pt-brazilian-portuguese,pt-contextual-label,pt-hate-label,pt-deeply-culture-rooted,en-american-english,en-contextual-label,en-hate-label,es-latin-spanish,es-contextual-label,es-hate-label,fr-african-french,fr-contextual-label,fr-hate-Label,ge-german,ge-contextual-label,ge-hate-Label,tu-turkish,tu-contextual-label,tu-hate-Label,Meaning Sources
term,explicit,maracutaia,1,0,1,scam,1,0,0,,0,0,0,0,Betrug,1,0,dalavere,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/maracutaia/
expression,explicit,raça de vibora,1,0,0,viper,1,0,raza de vibora,,0,0,0,0,falsche Schlange,1,0,engerek soyu,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/viper
term,explicit,pena,0,0,0,pity,0,0,pena,,0,sanction,0,0,0,0,0,pislik,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/pity
term,explicit,mamata,1,0,0,breeze through,1,0,0,,0,0,0,0,0,0,0,kolay hayat,1,0,https://www.macmillandictionary.com/dictionary/british/breeze-through
term,explicit,propina,1,0,0,bribe,1,0,propina,,0,corrompre,1,0,bestechen,1,0,rüşvet,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/bribe
term,explicit,propineira,1,0,0,bribe sucker,1,0,rutinaria,,0,0,0,0,0,0,0,rüşver alan,1,0,"""expression used to refer someone that receive bribe"""
term,explicit,morfética,1,0,0,loathsome,1,0,0,,0,morphétique,1,0,widerlich,1,0,iğrenç,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/loathsome
expression,explicit,171,0,0,1,deceiver,0,0,0,,0,0,0,0,Betrüger,0,0,düzenbaz,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/deceiver
term,explicit,quenga,1,sexism,0,slut,1,sexism,0,,sexism,pute,1,sexism,Schlampe,1,sexism,ahlaksız kadın,1,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/slut
term,explicit,vadia,1,sexism,0,bitch,1,sexism,perra,,sexism,salope,1,sexism,Schlampe,1,sexism,orospu,1,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/bitch
term,explicit,vadio,1,0,0,bitch,1,0,perro,,0,errant,1,0,Schlampe,1,0,orospu,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/vadio/
term,explicit,fingida,1,0,0,sly,1,0,fingida,,0,feinte,1,0,0,0,0,sinsi,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sly
term,explicit,fingido,1,0,0,phoney,1,0,fingido,,0,prétendument,1,0,0,0,0,sahte,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/phoney
term,explicit,tranqueira,1,0,0,phoney,1,0,cacharro,,0,0,0,0,0,0,0,değersiz,1,0,http://michaelis.uol.com.br/busca?r=0&f=0&t=0&palavra=Tranqueira
term,explicit,desqualificado,0,0,0,disqualified,0,0,descualificado,,0,disqualifié,0,0,disqualifiziert,0,0,diskalifiye edilmiş,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/disqualify?q=disqualified
term,explicit,desqualificada,0,0,0,disqualified,0,0,descualificada,,0,disqualifié,0,0,disqualifiziert,0,0,diskalifiye edilmiş,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/disqualify?q=disqualified
term,explicit,enganadora,1,0,0,liar,1,0,engañadora,,0,tromperie,1,0,Lügner,1,0,yalancı,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/liar
term,explicit,rato,0,0,0,rat,0,0,ratón,,0,souris,0,0,Ratte,0,0,fare,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/rat
term,explicit,vigarista,1,0,0,scammer,1,0,estafador,,0,escroc,1,0,Betrüger,1,0,düzenbaz,1,0,https://www.dicio.com.br/vigarista/
term,explicit,tranbiqueira,1,0,0,scumbag,1,0,0,,0,0,0,0,Betrüger,1,0,şerefsiz,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/scumbag
term,explicit,dissimulada,1,0,0,sly,1,0,disimulada,,0,sans couverture,1,0,0,0,0,sinsi,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sly
term,explicit,dissimulado,1,0,0,sly,1,0,disimulado,,0,déguisé,1,0,0,0,0,sinsi,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/dissimulado/
term,explicit,demônio,0,0,0,devil,0,0,demonio,,0,démon,0,0,Teufel,0,0,şeytan,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/devil
term,explicit,bagaceira,1,0,0,trash bag,1,0,orujo,,0,0,0,0,Drecksack,1,0,çöp poşeti,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/trash-bag
term,explicit,omelete podre,1,0,0,rotter,1,0,omelete podrido,,0,omelette pourrie,1,0,0,0,0,çürük omlet,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/rotter
term,explicit,galinha,0,sexism,0,whore,0,sexism,gallina,,sexism,poulet,0,sexism,Schlampe,0,sexism,zampara,0,sexism,https://dictionary.cambridge.org/pt/dicionario/ingles/whore
expression,explicit,esquerda demoníaca,1,partyism,0,devilish leftists,1,partyism,izquierda demoníaca,,partyism,gauche démoniaque,1,partyism,0,0,0,şeytani solcu,1,partyism,https://www.dictionary.com/browse/devilish
term,explicit,velha,0,0,0,old,0,0,vieja,,0,vieux,0,0,alt,0,0,kocakarı,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/old
term,explicit,biruta,1,0,0,cuckoo,1,0,chiflado,,0,bouée,1,0,0,0,0,kuş beyinli,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/cuckoo
expression,explicit,vai procurar sua turma,0,0,0,be with your own people,0,0,busca tu clase,,0,va et trouve ta classe,0,0,Verpiss dich zu deinesgleichen,0,0,kendi sınıfını ara,0,0,https://languages.oup.com/google-dictionary-en/
expression,explicit,caráter duvidoso,1,0,0,scammer,1,0,carácter duvidoso,,0,caractère douteux,1,0,Betrüger,1,0,dolandırıcı,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/scammer
term,explicit,louca,0,0,0,crazy,0,0,loca,,0,fou,0,0,Verrückte ,0,0,deli,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/crazy
term,explicit,louco,0,0,0,crazy,0,0,loco,,0,fou,0,0,Verrückter ,0,0,deli,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/crazy
expression,explicit,socialista de merda,1,partyism,0,fucking socialist,1,partyism,socialista de mierda,,partyism,socialiste de merde,1,partyism,scheiß Sozialist,1,partyism,lanet sosyalist,1,partyism,https://www.urbandictionary.com/define.php?term=Socialism
term,explicit,abobrinha,0,0,0,jibber jabber,0,0,calabaza,,0,courgette,0,0,Geschwafel,0,0,zırva,0,0,https://languages.oup.com/google-dictionary-en/
expression,explicit,vaca véia,1,sexism,0,old bitch,1,sexism,0,,sexism,vache brune,1,sexism,alte Schlampe,1,sexism,yaşlı kaltak,1,sexism,https://www.urbandictionary.com/define.php?term=old%20bitch
term,explicit,credo,1,0,0,yuck,1,0,credo,,0,credo,1,0,ew,1,0,ıyy,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/yuck
term,explicit,doente,0,0,0,sick,0,0,loco,,0,malade,0,0,krank,0,0,hasta,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/sick
expression,explicit,boquinha secou,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,"""brazilian expression to refer politicians that are parasites"""
term,explicit,moleque,0,0,0,kid,0,0,adolecente,,0,morveux,0,0,Kind,0,0,genç,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/kid
term,explicit,selva,0,0,0,jungle,0,0,selva,,0,jungle,0,0,0,0,0,keşmekeş,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/jungle
term,explicit,cusinho,1,0,0,asshole,1,0,imbécil,,0,0,0,0,Arschloch,1,0,pislik,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/asshole
term,explicit,vaza,0,0,0,scram,0,0,lárgate,,0,fuite,0,0,Geh weg / Verpiss dich,0,0,defol git,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/scram
term,explicit,petralhada,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""term used in a pejorative way to refer to people from the left (also known as democrats) party in Brazil"""
term,explicit,presiBozo,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonário- and -bozo- (https://pt.wikipedia.org/wiki/Bozo)"""
expression,explicit,baixo nível,0,0,0,low-level,0,0,bajo nivel,,0,faible niveau,0,0,niveaulos,0,0,alt level,0,0,https://languages.oup.com/google-dictionary-en/
expression,explicit,caia fora,0,0,0,beat it,0,0,vete,,0,sortir,0,0,0,0,0,sıvışmak,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/beat-it
term,explicit,traidor,1,0,0,traitor,1,0,traidor,,0,traître,1,0,Verräter,1,0,hain,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/traitor
term,explicit,fracassado,1,0,0,loser,1,0,fracasado,,0,échoué,1,0,loser,1,0,başarısız kimse,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/loser
term,explicit,fracassada,1,0,0,loser,1,0,fracasada,,0,échoué,1,0,loser,1,0,başarısız kimse,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/loser
expression,explicit,ai sabe roubar,1,0,0,scammer,1,0,sabe robar,,0,je suis roubar,1,0,Betrüger,1,0,çalmayı bilen,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/scammer
expression,explicit,faz alguma coisa útil,0,0,0,do something useful,0,0,haz alguna cosa útil,,0,fait quelque chose d'utile,0,0,mach dich mal nützlich,0,0,işe yarar bir şey yapmak,0,0,https://context.reverso.net/traducao/ingles-portugues/do+something+useful
term,explicit,bozo,0,partyism,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pt.wikipedia.org/wiki/Bozo
term,explicit,xucro,1,0,0,crass,1,0,grosero,,0,0,0,0,0,0,0,dangalak,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/chucro/
term,explicit,chucro,1,0,0,crass,1,0,grosero,,0,0,0,0,0,0,0,dangalak,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/crass
term,explicit,monstro,0,0,0,monster,0,0,mounstro,,0,monstre,0,0,Monster/ Ungeheuer,0,0,canavar,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/monster
term,explicit,gagá,1,0,0,coockoo,1,0,senil,,0,0,0,0,0,0,0,bunak,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/cuckoo
expression,explicit,velha gagá,1,0,0,cockooo,1,0,viejo senil,,0,0,0,0,0,0,0,yaşlı bunak,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/cuckoo
term,explicit,lunático,0,0,0,lunatic,0,0,lunático,,0,lunatique,0,0,0,0,0,fıttırık,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/lun%C3%A1tico/
term,explicit,besta fera,1,0,0,beast,1,0,bestia fiera,,0,bête ,1,0,Monster/ Ungeheuer,1,0,canavar,1,0,https://michaelis.uol.com.br/palavra/8MQA/besta-fera/
term,explicit,besta-fera,1,0,0,beast,1,0,bestia fiera,,0,bête,1,0,Monster/ Ungeheuer,1,0,canavar,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/beast
term,explicit,desrespeitoso,0,0,0,disrespectful,0,0,irrespetuoso,,0,irrespectueux,0,0,respektlos,0,0,saygısız,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/disrespectful
expression,explicit,atrás da grade,0,0,0,serve time,0,0,detrás de la rejilla,,0,temps de service,0,0,0,0,0,servis zamanı,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/serve?q=serve+time
term,explicit,idiotice,1,0,0,stupid things,1,0,idiotez,,0,idioties,1,0,dumme Sache,1,0,gezi zekalılık,1,0,"https://www.dictionary.com/browse/stupid#:~:text=lacking%20ordinary%20quickness%20and%20keenness,Turn%20off%20that%20stupid%20radio."
term,explicit,besteira,0,0,0,stupid things,0,0,estupidez,,0,idioties,0,0,dumme Sache,0,0,saçmalık,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/besteira/
term,explicit,cocô,0,0,0,shit,0,0,caca,,0,caca,0,0,scheiße,0,0,bok,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/shit
expression,explicit,falador de merda,1,0,0,trash talker,1,0,hablador de mierda,,0,mal-causeur,1,0,Müll reden,1,0,boktan konuşmacı,1,0,https://languages.oup.com/google-dictionary-en/
term,explicit,babaquice,1,0,0,fucker,1,0,imbecilidad,,0,enculé,1,0,fucker,1,0,adi kimse,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/fucker
expression,explicit,merda ambulante,1,0,0,shit move,1,0,mierda ambulante,,0,déplacer la merde,1,0,0,0,0,yürüyen bok,1,0,https://www.urbandictionary.com/define.php?term=Shit%20move
expression,explicit,caga pela boca,1,0,0,shit in your mouth,1,0,caga por la boca,,0,chier par la bouche,1,0,scheiße labern,1,0,ağzından lağım akan kişi,1,0,https://context.reverso.net/translation/english-french/shit+in+your+mouth
term,explicit,bolsofurado,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -furado- (bored)"""
term,explicit,bolsofãs,0,partyism,1,0,0,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -fãs- (fans)"""
term,explicit,truculento,1,0,0,combative,1,0,horrendo,,0,combatif,1,0,0,0,0,gaddar,1,0,https://www.dicio.com.br/truculento/
term,explicit,energúmeno,1,0,0,piece of junk,1,0,energumeno,,0,camelote,1,0,Stück scheiße,1,0,hurda parçası,1,0,https://www.dicio.com.br/energumeno/
term,explicit,Imbeciloide,1,0,0,imbecile,1,0,imbécil,,0,imbecile,1,0,Dummkopf,1,0,embesil,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/imbecile
expression,explicit,podia perder a voz,1,0,0,shut up,1,0,podia perder la voz,,0,pourraient perdre leur voix,1,0,0,0,0,kapa çeneni,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/shut-sb-up?q=shut+up
term,explicit,sociopata,0,0,0,sociopath,0,0,sociopata,,0,sociopathe,0,0,Soziopath,0,0,sosyopat,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/Sociopata/
expression,explicit,boca de Lixo,0,0,0,trashmouth,0,0,malhablado,,0,bouche déguelasse,0,0,0,0,0,lağım ağızlı,0,0,https://www.urbandictionary.com/define.php?term=Trashmouth
expression,explicit,esse ser,0,0,0,this creature,0,0,esa criatura,,0,cette créature,0,0,Kreatur,0,0,yaratık,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/creature
term,explicit,treta,0,0,1,beef,0,0,mentira,,0,bœuf,0,0,0,0,0,kavga,0,0,https://www.dicio.com.br/treta/
term,explicit,xenofóbico,0,0,0,xenophobic,0,0,xenofóbico,,0,xenophobie,0,0,Fremdenfeindlich ,0,0,aşırı milliyetçi,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/xenof%C3%B3bico/
term,explicit,bolsonada,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -nada- (nothing)"""
term,explicit,burlesca,0,0,0,burlesque,0,0,burlesca,,0,burlesue,0,0,0,0,0,kötü taklit,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/burlesca/
expression,explicit,cavalo sem freio,1,0,0,horseplay,1,0,caballo sin freno,,0,chahut,1,0,0,0,0,eşek şakası,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/horseplay
term,explicit,nazista,0,0,0,nazi,0,0,nazista,,0,nazi,0,0,Nazi,0,0,nazi,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/nazista/
term,explicit,cavalo,0,0,0,horse,0,0,caballo,,0,chéval,0,0,Pferd,0,0,at,0,0,https://www.dicio.com.br/cavalo/
term,explicit,minions,0,partyism,0,minions,0,partyism,minions,,partyism,minions,0,partyism,Minions,0,partyism,köleler,0,partyism,https://www.significados.com.br/minion/
term,explicit,manipulador,1,0,0,manipulator,1,0,manipulador,,0,manipulateur,1,0,Manipulator ,1,0,manipülatör,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/manipulador/
term,explicit,manipuladora,1,0,0,manipulator,1,0,manipuladora,,0,manipulation,1,0,Manipulator ,1,0,manipülatif,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/manipulador/
term,explicit,panaca,1,0,0,wimp,1,0,inocentón,,0,mauviette,1,0,Schwächling,1,0,korkak,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/panaca/
term,explicit,bozzolino,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -bozo- (https://pt.wikipedia.org/wiki/Bozo)"""
term,explicit,direitalha,1,partyism,1,cuckservative,1,partyism,0,,partyism,conservateur de cucks,1,partyism,0,0,0,dönek muhafazakar,1,partyism,https://dictionary.cambridge.org/pt/dicionario/ingles/cuckservative
expression,explicit,fala merda,1,0,0,talking shit,1,0,habla mierda,,0,parler de la merde,1,0,scheiße labern,1,0,boktan şeylerden konuşma,1,0,https://www.dicionarioinformal.com.br/falar%20merda/
expression,explicit,evacua pela boca,1,0,0,shit through the mouth,1,0,evacua por la boca,,0,sortir de la merde par la bouche,1,0,scheiße labern,1,0,ağzından lağım akan kişi,1,0,"""it means the same - shit words - """
term,explicit,maléfico,1,0,0,evil,1,0,maléfico,,0,maléfique,1,0,böse / bösartig,1,0,kötü,1,0,"https://www.dicio.com.br/malefico/#:~:text=Significado%20de%20Mal%C3%A9fico&text=Que%20possui%20uma%20tend%C3%AAncia%20(natural,(origem%20da%20palavra%20mal%C3%A9fico)."
term,explicit,recalcado,1,0,0,jealous,1,0,reprimido,,0,jaloux,1,0,eifersüchtig sein,1,0,kıskanç,1,0,https://www.dicio.com.br/recalcado/
term,explicit,recalcada,1,0,0,jealous,1,0,reprimida,,0,jaloux,1,0,eifersüchtig sein,1,0,kıskanç,1,0,https://www.dicio.com.br/recalcado/
term,explicit,autoritário,0,0,0,authoritarian,0,0,autoritario,,0,autoritaire,0,0,0,0,0,otoriter,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/autorit%C3%A1rio/
term,explicit,autoritária,0,0,0,authoritarian,0,0,autoritaria,,0,autoritaire,0,0,0,0,0,otoriter,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/autorit%C3%A1rio/
term,explicit,Indigesto,0,0,0,distasteful,0,0,sin digerir,,0,répugnant,0,0,0,0,0,hazmı zor,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/indigesto/
term,explicit,tosco,1,0,0,dull,1,0,tosco,,0,terne,1,0,langweilig,1,0,kaba,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/tosco/
term,explicit,assassino,1,0,0,murderer,1,0,asesino,,0,meurtrier,1,0,Mörder,1,0,katil,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/assassino/
term,explicit,assassina,1,0,0,murderer,1,0,asesina,,0,meurtrier,1,0,Mörderin,1,0,katil,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/assassino/
term,explicit,pica,0,0,0,dick,0,0,pija,,0,bite,0,0,Schwanz,0,0,sik,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/Pica/
term,explicit,buceta,1,0,0,pussy,1,0,coño,,0,minoune,1,0,Pussy,1,0,am,1,0,https://www.dicionarioinformal.com.br/buceta/
term,explicit,puteiro,0,sexism,0,whorehouse,0,sexism,puterio,,sexism,bordel,0,sexism,Puff,0,sexism,genelev,0,sexism,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/puteiro/
term,explicit,anta,0,0,0,stupid,0,0,tapir,,0,stupide,0,0,dumm,0,0,aptal,0,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/anta/
term,explicit,bolsoloide,1,partyism,1,0,1,partyism,0,,partyism,0,0,0,0,0,0,0,0,0,"""a term used in Brazil and derived from agglutination process between -bolsonaro- and -mongolóide- (mongoloid)"""
term,explicit,terrorista,1,0,0,terrorist,1,0,terrorista,,0,terroriste,1,0,Terrorist ,1,0,terörist,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/terrorista/
term,explicit,torturador,1,0,0,torturer,1,0,torturador,,0,tortionnaire,1,0,Peiniger / Folterknecht,1,0,işkenceci,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/torturador/
term,explicit,bocó,1,0,0,fool,1,0,tonto,,0,idiot,1,0,Idiot,1,0,aptal,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/boc%C3%B3/
expression,explicit,dar um pau,1,0,0,die in the arse ,1,0,patearle el trasero,,0,battre la merde hors de,1,0,die Scheiße aus dir raus prügeln,1,0,seni fena döverim,1,0,https://pt.bab.la/dicionario/portugues-ingles/dar-pau
term,explicit,pulha,1,0,0,moron,1,0,canalla,,0,crétin,1,0,Idiot,1,0,geri zekalı,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/pulha/
term,explicit,calhorda,1,0,0,despicable,1,0,putilla,,0,méprisable,1,0,verächtlich,1,0,değersiz,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/calhorda/
term,explicit,invejoso,1,0,0,jealous,1,0,envidioso,,0,jaloux,1,0,neidisch,1,0,kıskanç,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/invejoso/
term,explicit,invejosa,1,0,0,jealous,1,0,envidiosa,,0,jaloux,1,0,neidisch,1,0,kıskanç,1,0,https://michaelis.uol.com.br/moderno-portugues/busca/portugues-brasileiro/invejoso/
expression,explicit,babar ovo,1,0,0,to kiss (someone's) ass,1,0,adular,,0,lécher le cul (de quelqu'un),1,0,Arschkriecher,1,0,yalakalık,1,0,https://michaelis.uol.com.br/palavra/1OVj/baba-ovo/
expression,explicit,coisa ruim,1,0,0,bad thing,1,0,cosa ruin,,0,mauvaise chose,1,0,üble Sache,1,0,bela,1,0,https://dictionary.cambridge.org/pt/dicionario/ingles/any-publicity-is-good-publicity?q=bad+thing
expression,explicit,ser da treva,0,0,0,evil,0,0,ser de las tinieblas,,0,maléfique,0,0,böse / bösartig,0,0,kötü kişiliklilik,0,0,https://dictionary.cambridge.org/pt/dicionario/ingles/evil
expression,explicit,espirito de porco,1,0,0,obnoxious,1,0,espiritu de puerco,,0,odieux,1,0,widerlich,1,0,iğrenç,1,0,"https://www.dicio.com.br/espirito-de-porco/#:~:text=substantivo%20masculino%20Estado%20de%20esp%C3%ADrito,e%20com%20esp%C3%ADrito%20de%20porco."
